hotels,prices,reviews,amenities,location,imageURl,rooms
Beachwoods Resort,$404 total price including taxes & fees!,"['8.4 out of 10', 'very good', '1,002 reviews']","['Pool', 'Hot tub']",Sea Scape,https://images.trvl-media.com/lodging/2000000/1790000/1789400/1789315/9f1e887e.jpg?impolicy=resizecrop&rw=455&ra=fit,"Suite, 1 Bedroom"
